iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
198748,Fis-30627,Scorpaena scrofa,LC,unknown,am,180,United Kingdom,386,NA,2302
198750,Fis-22715,Chelidonichthys cuculus,LC,unknown,am,180,United Kingdom,393,NA,2302
198752,Fis-3310,Chelidonichthys lucerna,LC,unknown,am,180,United Kingdom,436,NA,2302
198753,Fis-27328,Chelidonichthys obscurus,LC,unknown,am,180,United Kingdom,82,NA,2302
198756,Fis-31206,Trigla lyra,LC,unknown,am,180,United Kingdom,260,NA,2302
198757,Fis-29880,Cyclothone braueri,LC,stable,am,180,United Kingdom,555,NA,2302
198758,Fis-23888,Vinciguerria attenuata,LC,unknown,am,180,United Kingdom,1,NA,2302
198762,Fis-25455,Borostomias antarcticus,LC,unknown,am,180,United Kingdom,180,NA,2302
198763,Fis-49096,Nerophis maculatus,DD,NA,am,180,United Kingdom,164,NA,2302
198764,Fis-23666,Nerophis ophidion,LC,unknown,am,180,United Kingdom,165,NA,2302
198765,Fis-30688,Syngnathus acus,LC,unknown,am,180,United Kingdom,377,NA,2302
198767,Fis-30699,Syngnathus typhle,LC,unknown,am,180,United Kingdom,179,NA,2302
198769,Fis-30758,Zeus faber,DD,NA,am,180,United Kingdom,447,NA,2302
199068,Fis-33178,Ilyophis brunneus,LC,unknown,am,180,United Kingdom,7,NA,2302
199088,Fis-133350,Haptenchelys texis,LC,unknown,am,180,United Kingdom,3,NA,2302
199249,Fis-26350,Histiobranchus bathybius,DD,NA,am,180,United Kingdom,129,NA,2302
199314,Fis-27291,Echelus pachyrhynchus,LC,unknown,am,180,United Kingdom,11,NA,2302
199328,Fis-130917,Pseudomyrophis nimius,LC,unknown,am,180,United Kingdom,64,NA,2302
199373,Fis-27285,Venefica proboscidea,LC,unknown,am,180,United Kingdom,126,NA,2302
199401,Fis-27299,Nessorhamphus ingolfianus,LC,unknown,am,180,United Kingdom,558,NA,2302
13458323,Fis-25016,Synagrops bellus,LC,unknown,am,180,United Kingdom,91,NA,2302
13462491,Fis-34863,Bathysaurus ferox,LC,unknown,am,180,United Kingdom,121,NA,2302
13462731,Fis-49909,Odontostomops normalops,LC,unknown,am,180,United Kingdom,143,NA,2302
13485161,Fis-33221,Luciosudis normani,LC,unknown,am,180,United Kingdom,133,NA,2302
13485395,Fis-33798,Dolichosudis fuliginosa,LC,unknown,am,180,United Kingdom,51,NA,2302
13485631,Fis-49832,Macroparalepis affinis,LC,unknown,am,180,United Kingdom,327,NA,2302
13485635,Fis-47643,Magnisudis atlantica,LC,unknown,am,180,United Kingdom,555,NA,2302
13485675,Fis-49913,Benthalbella infans,LC,unknown,am,180,United Kingdom,555,NA,2302
13485856,Fis-49934,Scopelarchus guentheri,LC,unknown,am,180,United Kingdom,8,NA,2302
13487733,Fis-50817,Fodiator acutus,LC,unknown,am,180,United Kingdom,52,NA,2302
15147715,Fis-33231,Alepocephalus agassizii,LC,unknown,am,180,United Kingdom,105,NA,2302
15147725,Fis-33232,Alepocephalus australis,LC,stable,am,180,United Kingdom,6,NA,2302
15147740,Fis-29264,Alepocephalus bairdii,DD,NA,am,180,United Kingdom,149,NA,2302
15147791,Fis-49668,Asquamiceps hjorti,LC,unknown,am,180,United Kingdom,107,NA,2302
15147816,Fis-27598,Bajacalifornia megalops,LC,unknown,am,180,United Kingdom,78,NA,2302
15147965,Fis-34030,Bathyprion danae,LC,unknown,am,180,United Kingdom,53,NA,2302
15147977,Fis-14212,Bathytroctes michaelsarsi,LC,unknown,am,180,United Kingdom,3,NA,2302
15148522,Fis-126092,Conocara macropterum,LC,unknown,am,180,United Kingdom,99,NA,2302
15148566,Fis-126093,Conocara salmoneum,LC,unknown,am,180,United Kingdom,3,NA,2302
15148858,Fis-27984,Herwigia kreffti,LC,unknown,am,180,United Kingdom,107,NA,2302
15149121,Fis-26352,Rouleina attrita,LC,unknown,am,180,United Kingdom,130,NA,2302
15149335,Fis-25437,Xenodermichthys copei,LC,unknown,am,180,United Kingdom,410,NA,2302
15521852,Fis-30014,Euleptorhamphus velox,LC,unknown,am,180,United Kingdom,489,NA,2302
15521985,Fis-153269,Scomberesox simulans,LC,stable,am,180,United Kingdom,67,NA,2302
15522054,Fis-23486,Enchelyopus cimbrius,LC,unknown,am,180,United Kingdom,475,NA,2302
15522061,Fis-32820,Bathygadus favosus,LC,unknown,am,180,United Kingdom,112,NA,2302
15522069,Fis-31211,Bathygadus melanobranchus,LC,unknown,am,180,United Kingdom,6,NA,2302
15522073,Fis-50837,Cetonurus globiceps,LC,unknown,am,180,United Kingdom,113,NA,2302
15522095,Fis-115684,Coelorinchus labiatus,LC,unknown,am,180,United Kingdom,111,NA,2302
15522140,Fis-50841,Coryphaenoides leptolepis,LC,unknown,am,180,United Kingdom,61,NA,2302
15522143,Fis-50725,Coryphaenoides marshalli,LC,unknown,am,180,United Kingdom,50,NA,2302
15522149,Fis-29359,Coryphaenoides rupestris,CR,unknown,am,180,United Kingdom,216,NA,2302
15522213,Fis-31241,Melanonus zugmayeri,LC,unknown,am,180,United Kingdom,97,NA,2302
15522270,Fis-149266,Physiculus microbarbata,DD,NA,am,180,United Kingdom,33,NA,2302
15598524,Fis-26206,Benthosema suborbitale,LC,stable,am,180,United Kingdom,36,NA,2302
15598639,Fis-27739,Diaphus effulgens,LC,stable,am,180,United Kingdom,36,NA,2302
15598778,Fis-26541,Diaphus perspicillatus,LC,stable,am,180,United Kingdom,36,NA,2302
15598812,Fis-32359,Diaphus termophilus,LC,stable,am,180,United Kingdom,70,NA,2302
15598815,Fis-49981,Hygophum macrochir,LC,unknown,am,180,United Kingdom,116,NA,2302
15598887,Fis-25165,Hygophum reinhardtii,LC,unknown,am,180,United Kingdom,543,NA,2302
15598938,Fis-49043,Hygophum taaningi,LC,unknown,am,180,United Kingdom,160,NA,2302
15599067,Fis-50009,Lampanyctus festivus,LC,unknown,am,180,United Kingdom,36,NA,2302
15599070,Fis-32123,Lampanyctus intricarius,LC,unknown,am,180,United Kingdom,531,NA,2302
15600727,Fis-32351,Myctophum selenops,LC,unknown,am,180,United Kingdom,1,NA,2302
15600731,Fis-139573,Nannobrachium atrum,LC,unknown,am,180,United Kingdom,282,NA,2302
15601865,Fis-26533,Notoscopelus caudispinosus,LC,unknown,am,180,United Kingdom,106,NA,2302
15601872,Fis-24154,Notoscopelus resplendens,LC,stable,am,180,United Kingdom,7,NA,2302
15601909,Fis-32350,Neoscopelus macrolepidotus,LC,unknown,am,180,United Kingdom,8,NA,2302
15601934,Fis-33227,Leptochilichthys agassizii,LC,unknown,am,180,United Kingdom,2,NA,2302
15622630,Fis-112634,Bathysolea polli,LC,unknown,am,180,United Kingdom,52,NA,2302
15622740,Fis-62845,Ebinania costaecanariae,LC,unknown,am,180,United Kingdom,89,NA,2302
15622831,Fis-31237,Ectreposebastes imus,LC,unknown,am,180,United Kingdom,260,NA,2302
15623273,Fis-5669,Trigloporus lastoviza,LC,unknown,am,180,United Kingdom,408,NA,2302
16439757,Fis-53660,Cyttopsis rosea,LC,stable,am,180,United Kingdom,260,NA,2302
16507729,Fis-23882,Uraspis secunda,LC,stable,am,180,United Kingdom,37,NA,2302
16509297,Fis-25421,Promethichthys prometheus,LC,stable,am,180,United Kingdom,34,NA,2302
18123632,Fis-29641,Anotopterus pharao,LC,unknown,am,180,United Kingdom,381,NA,2302
18123960,Fis-23904,Anoplogaster cornuta,LC,unknown,am,180,United Kingdom,555,NA,2302
18124015,Fis-31164,Diretmus argenteus,LC,unknown,am,180,United Kingdom,555,NA,2302
18125103,Fis-22732,Pollachius pollachius,LC,unknown,am,180,United Kingdom,429,NA,2302
18125145,Fis-23757,Raniceps raninus,LC,unknown,am,180,United Kingdom,354,NA,2302
18125208,Fis-23875,Trisopterus esmarkii,LC,increasing,am,180,United Kingdom,388,NA,2302
18125362,Fis-23439,Ciliata mustela,LC,unknown,am,180,United Kingdom,173,NA,2302
18125379,Fis-23440,Ciliata septentrionalis,LC,unknown,am,180,United Kingdom,315,NA,2302
18125776,Fis-25475,Coryphaenoides armatus,LC,unknown,am,180,United Kingdom,185,NA,2302
18125838,Fis-50846,Coryphaenoides profundicolus,LC,unknown,am,180,United Kingdom,11,NA,2302
18127741,Fis-31020,Ceratias holboelli,LC,unknown,am,180,United Kingdom,555,NA,2302
18127809,Fis-148858,Bufoceratias wedli,LC,unknown,am,180,United Kingdom,150,NA,2302
18127828,Fis-139562,Himantolophus compressus,DD,NA,am,180,United Kingdom,103,NA,2302
18127836,Fis-30110,Himantolophus groenlandicus,LC,unknown,am,180,United Kingdom,152,NA,2302
18127840,Fis-64697,Melanocetus johnsonii,LC,unknown,am,180,United Kingdom,33,NA,2302
18128090,Fis-50483,Oneirodes carlsbergi,LC,unknown,am,180,United Kingdom,128,NA,2302
18128749,Fis-50491,Oneirodes eschrichtii,LC,unknown,am,180,United Kingdom,128,NA,2302
18128938,Fis-26366,Lampanyctus macdonaldi,LC,unknown,am,180,United Kingdom,499,NA,2302
18138825,Fis-27227,Bassozetus taenia,LC,unknown,am,180,United Kingdom,1,NA,2302
18139045,Fis-27245,Spectrunculus grandis,LC,unknown,am,180,United Kingdom,20,NA,2302
18139074,Fis-33746,Alepocephalus productus,LC,unknown,am,180,United Kingdom,7,NA,2302
18139615,Fis-27931,Conocara murrayi,LC,stable,am,180,United Kingdom,3,NA,2302
18140291,Fis-26351,Narcetes stomias,LC,stable,am,180,United Kingdom,7,NA,2302
18155920,Fis-32336,Opisthoproctus soleatus,LC,unknown,am,180,United Kingdom,3,NA,2302
18155933,Fis-28109,Barbantus curvifrons,LC,unknown,am,180,United Kingdom,555,NA,2302
18155939,Fis-34480,Holtbyrnia anomala,LC,unknown,am,180,United Kingdom,108,NA,2302
18155943,Fis-34502,Holtbyrnia macrops,LC,unknown,am,180,United Kingdom,344,NA,2302
18155946,Fis-33786,Maulisia mauli,LC,unknown,am,180,United Kingdom,113,NA,2302
18155949,Fis-14348,Normichthys operosus,LC,decreasing,am,180,United Kingdom,109,NA,2302
18155952,Fis-28120,Sagamichthys schnakenbecki,LC,unknown,am,180,United Kingdom,117,NA,2302
18155960,Fis-29269,Ammodytes tobianus,DD,NA,am,180,United Kingdom,348,NA,2302
18155963,Fis-22762,Gymnammodytes semisquamatus,LC,unknown,am,180,United Kingdom,336,NA,2302
18155982,Fis-23559,Hyperoplus lanceolatus,LC,unknown,am,180,United Kingdom,207,NA,2302
18158445,Fis-51526,Platyberyx opalescens,LC,unknown,am,180,United Kingdom,96,NA,2302
18158583,Fis-32421,Nesiarchus nasutus,LC,stable,am,180,United Kingdom,161,NA,2302
18159126,Fis-22741,Buenia jeffreysii,LC,unknown,am,180,United Kingdom,390,NA,2302
18159556,Fis-32475,Gobius gasteveni,LC,unknown,am,180,United Kingdom,59,NA,2302
18159817,Fis-22761,Gobiusculus flavescens,LC,stable,am,180,United Kingdom,183,NA,2302
18159823,Fis-23170,Lebetus scorpioides,LC,stable,am,180,United Kingdom,425,NA,2302
18160573,Fis-27323,Pomatoschistus lozanoi,LC,stable,am,180,United Kingdom,188,NA,2302
18180998,Fis-52114,Pachycara crassiceps,LC,unknown,am,180,United Kingdom,2,NA,2302
18214863,Fis-12972,Limanda limanda,LC,increasing,am,180,United Kingdom,407,NA,2302
18227064,Fis-24267,Phrynorhombus norvegicus,LC,stable,am,180,United Kingdom,420,NA,2302
18227109,Fis-33181,Cyema atrum,LC,unknown,am,180,United Kingdom,155,NA,2302
18227119,Fis-31004,Eurypharynx pelecanoides,LC,unknown,am,180,United Kingdom,137,NA,2302
18227123,Fis-27303,Saccopharynx ampullaceus,LC,unknown,am,180,United Kingdom,530,NA,2302
18227168,Fis-22710,Agonus cataphractus,LC,increasing,am,180,United Kingdom,441,NA,2302
18237151,Fis-62885,Micrenophrys lilljeborgii,LC,unknown,am,180,United Kingdom,343,NA,2302
18237707,Fis-23599,Liparis montagui,LC,unknown,am,180,United Kingdom,216,NA,2302
18237772,Fis-47566,Paraliparis hystrix,DD,NA,am,180,United Kingdom,113,NA,2302
18238049,Fis-27277,Scopelogadus beanii,DD,NA,am,180,United Kingdom,557,NA,2302
18252612,Fis-31240,Cyclothone acclinidens,LC,stable,am,180,United Kingdom,554,NA,2302
18252616,Fis-33739,Cyclothone livida,LC,unknown,am,180,United Kingdom,84,NA,2302
18252619,Fis-32102,Cyclothone pallida,LC,stable,am,180,United Kingdom,489,NA,2302
18252629,Fis-32103,Cyclothone pseudopallida,LC,stable,am,180,United Kingdom,507,NA,2302
18252853,Fis-162325,Sigmops bathyphilus,LC,unknown,am,180,United Kingdom,84,NA,2302
18253296,Fis-32330,Sternoptyx diaphana,LC,unknown,am,180,United Kingdom,7,NA,2302
18253303,Fis-28170,Valenciennellus tripunctulatus,LC,unknown,am,180,United Kingdom,405,NA,2302
18256447,Fis-34776,Astronesthes gemmifer,DD,NA,am,180,United Kingdom,532,NA,2302
18256560,Fis-33821,Echiostoma barbatum,LC,unknown,am,180,United Kingdom,1,NA,2302
18257189,Fis-34824,Grammatostomias flagellibarba,LC,unknown,am,180,United Kingdom,33,NA,2302
18257269,Fis-28196,Leptostomias gladiator,LC,unknown,am,180,United Kingdom,70,NA,2302
18257303,Fis-34827,Melanostomias bartonbeani,LC,unknown,am,180,United Kingdom,207,NA,2302
18257417,Fis-28201,Pachystomias microdon,LC,unknown,am,180,United Kingdom,7,NA,2302
18257501,Fis-28178,Rhadinesthes decimus,LC,unknown,am,180,United Kingdom,548,NA,2302
18257684,Fis-32108,Trigonolampa miriceps,LC,unknown,am,180,United Kingdom,108,NA,2302
18257762,Fis-23825,Spinachia spinachia,LC,stable,am,180,United Kingdom,183,NA,2302
18258072,Fis-22757,Entelurus aequoreus,LC,stable,am,180,United Kingdom,391,NA,2302
18258202,Fis-26617,Nerophis lumbriciformis,LC,unknown,am,180,United Kingdom,208,NA,2302
18258249,Fis-30697,Syngnathus rostellatus,LC,stable,am,180,United Kingdom,172,NA,2302
18258584,Fis-27327,Apletodon bacescui,LC,unknown,am,180,United Kingdom,197,NA,2302
20662028,Fis-49921,Scopelarchoides danae,LC,unknown,am,180,United Kingdom,109,NA,2302
20663855,Fis-31163,Dibranchus atlanticus,LC,unknown,am,180,United Kingdom,481,NA,2302
20663917,Fis-143532,Dibranchus tremendus,LC,unknown,am,180,United Kingdom,109,NA,2302
20665743,Fis-168311,Howella atlantica,LC,unknown,am,180,United Kingdom,358,NA,2302
20885933,Fis-27608,Paralepis elongata,LC,unknown,am,180,United Kingdom,23,NA,2302
21104612,Fis-28112,Holtbyrnia innesi,LC,unknown,am,180,United Kingdom,403,NA,2302
21108245,Fis-33787,Maulisia microlepis,LC,unknown,am,180,United Kingdom,100,NA,2302
21110056,Fis-27275,Diretmoides pauciradiatus,LC,unknown,am,180,United Kingdom,562,NA,2302
21110276,Fis-30920,Barbourisia rufa,LC,unknown,am,180,United Kingdom,333,NA,2302
21110389,Fis-50088,Apletodon pellegrini,LC,unknown,am,180,United Kingdom,18,NA,2302
21112867,Fis-50370,Caulophryne polynema,LC,unknown,am,180,United Kingdom,117,NA,2302
21112879,Fis-50569,Ceratias uranoscopus,LC,unknown,am,180,United Kingdom,555,NA,2302
21112898,Fis-50633,Linophryne pennibarbata,LC,unknown,am,180,United Kingdom,125,NA,2302
21112977,Fis-50554,Oneirodes theodoritissieri,LC,unknown,am,180,United Kingdom,94,NA,2302
21132672,Fis-32889,Aphanopus intermedius,LC,unknown,am,180,United Kingdom,7,NA,2302
21132774,Fis-33182,Saccopharynx ramosus,LC,unknown,am,180,United Kingdom,11,NA,2302
21132808,Fis-33152,Melamphaes eulepis,LC,unknown,am,180,United Kingdom,17,NA,2302
21132822,Fis-50301,Melamphaes simus,LC,unknown,am,180,United Kingdom,327,NA,2302
21132879,Fis-33795,Polyipnus polli,LC,unknown,am,180,United Kingdom,97,NA,2302
21132898,Fis-34847,Aristostomias polydactylus,LC,unknown,am,180,United Kingdom,78,NA,2302
21132989,Fis-34806,Eustomias fissibarbis,LC,unknown,am,180,United Kingdom,81,NA,2302
21133028,Fis-34782,Heterophotus ophistoma,LC,unknown,am,180,United Kingdom,7,NA,2302
21133058,Fis-49750,Neonesthes microcephalus,LC,unknown,am,180,United Kingdom,130,NA,2302
42830260,Fis-139531,Dolopichthys allector,LC,unknown,am,180,United Kingdom,112,NA,2302
42830277,Fis-50469,Microlophichthys microlophus,LC,unknown,am,180,United Kingdom,112,NA,2302
42830286,Fis-50636,Photocorynus spiniceps,LC,unknown,am,180,United Kingdom,45,NA,2302
46108938,Fis-162200,Microphis brachyurus ssp. lineatus,DD,NA,am,180,United Kingdom,3,NA,2302
47164926,Fis-50079,Coccorella atlantica,LC,unknown,am,180,United Kingdom,293,NA,2302
47165490,Fis-161020,Photostomias goodyeari,LC,unknown,am,180,United Kingdom,12,NA,2302
57453548,Fis-33130,Aphyonus gelatinosus,LC,unknown,am,180,United Kingdom,122,NA,2302
57453648,Fis-63121,Bythites islandicus,DD,NA,am,180,United Kingdom,7,NA,2302
57453696,Fis-112710,Holcomycteronus squamosus,LC,unknown,am,180,United Kingdom,65,NA,2302
57453720,Fis-34595,Maulisia argipalla,LC,unknown,am,180,United Kingdom,98,NA,2302
57453743,Fis-49672,Bajacalifornia calcarata,LC,unknown,am,180,United Kingdom,134,NA,2302
57693936,Fis-27229,Bathyonus laticeps,DD,NA,am,180,United Kingdom,85,NA,2302
60469175,Fis-50764,Abyssobrotula galatheae,LC,unknown,am,180,United Kingdom,3,NA,2302
60469186,Fis-29601,Alepisaurus brevirostris,LC,unknown,am,180,United Kingdom,100,NA,2302
60469204,Fis-27225,Apagesoma delosommatus,LC,unknown,am,180,United Kingdom,6,NA,2302
60469232,Fis-31105,Aristostomias lunifer,LC,unknown,am,180,United Kingdom,21,NA,2302
60469264,Fis-132165,Bassozetus levistomatus,LC,unknown,am,180,United Kingdom,1,NA,2302
60469552,Fis-27247,Cataetyx bruuni,LC,unknown,am,180,United Kingdom,40,NA,2302
60469615,Fis-143859,Caulophryne pelagica,DD,NA,am,180,United Kingdom,123,NA,2302
60469712,Fis-33147,Cetomimus hempeli,DD,NA,am,180,United Kingdom,96,NA,2302
60470322,Fis-64564,Dicrolene introniger,LC,unknown,am,180,United Kingdom,100,NA,2302
60470358,Fis-50443,Dolopichthys jubatus,DD,NA,am,180,United Kingdom,9,NA,2302
60470361,Fis-50462,Dolopichthys pullatus,DD,NA,am,180,United Kingdom,151,NA,2302
60470399,Fis-138425,Eustomias lanceolatus,LC,unknown,am,180,United Kingdom,17,NA,2302
60470481,Fis-50589,Gigantactis elsmani,LC,unknown,am,180,United Kingdom,48,NA,2302
60470665,Fis-50594,Gigantactis gracilicauda,DD,NA,am,180,United Kingdom,33,NA,2302
60470683,Fis-50599,Gigantactis longicirra,LC,unknown,am,180,United Kingdom,16,NA,2302
60470687,Fis-50600,Gigantactis vanhoeffeni,DD,NA,am,180,United Kingdom,174,NA,2302
60470770,Fis-50614,Haplophryne mollis,LC,unknown,am,180,United Kingdom,200,NA,2302
60470792,Fis-50396,Himantolophus albinares,DD,NA,am,180,United Kingdom,134,NA,2302
60471195,Fis-53281,Hymenogadus gracilis,DD,NA,am,180,United Kingdom,144,NA,2302
60471825,Fis-50466,Kali macrura,LC,unknown,am,180,United Kingdom,73,NA,2302
60471850,Fis-112702,Laemonema robustum,DD,NA,am,180,United Kingdom,103,NA,2302
60471855,Fis-49988,Lampadena speculigera,LC,unknown,am,180,United Kingdom,562,NA,2302
60471860,Fis-48156,Lampanyctus photonotus,LC,unknown,am,180,United Kingdom,482,NA,2302
60471877,Fis-27226,Lamprogrammus brunswigi,LC,unknown,am,180,United Kingdom,102,NA,2302
60471901,Fis-33110,Lamprogrammus niger,LC,unknown,am,180,United Kingdom,125,NA,2302
60471916,Fis-132055,Lamprogrammus shcherbachevi,DD,NA,am,180,United Kingdom,277,NA,2302
60471934,Fis-132811,Leptacanthichthys gracilispinis,DD,NA,am,180,United Kingdom,482,NA,2302
60472409,Fis-50635,Linophryne racemifera,DD,NA,am,180,United Kingdom,55,NA,2302
60473762,Fis-50171,Loweina interrupta,LC,unknown,am,180,United Kingdom,12,NA,2302
60475013,Fis-138093,Luciobrotula nolfi,LC,unknown,am,180,United Kingdom,61,NA,2302
60475627,Fis-48978,Macrouroides inflaticeps,LC,unknown,am,180,United Kingdom,116,NA,2302
60476220,Fis-149567,Maurolicus amethystinopunctatus,LC,unknown,am,180,United Kingdom,107,NA,2302
60477122,Fis-33155,Melamphaes longivelis,DD,NA,am,180,United Kingdom,329,NA,2302
60477337,Fis-51000,Melamphaes polylepis,DD,NA,am,180,United Kingdom,206,NA,2302
60479648,Fis-49729,Mentodus facilis,LC,unknown,am,180,United Kingdom,116,NA,2302
60480946,Fis-49717,Mentodus perforatus,LC,unknown,am,180,United Kingdom,42,NA,2302
60481184,Fis-49711,Mentodus rostratus,LC,unknown,am,180,United Kingdom,107,NA,2302
60481885,Fis-49691,Narcetes erimelas,LC,unknown,am,180,United Kingdom,83,NA,2302
60482037,Fis-33803,Odontomacrurus murrayi,LC,unknown,am,180,United Kingdom,283,NA,2302
60482102,Fis-50544,Oneirodes macrosteus,LC,unknown,am,180,United Kingdom,537,NA,2302
60482105,Fis-50552,Oneirodes myrionemus,DD,NA,am,180,United Kingdom,140,NA,2302
60482248,Fis-50194,Parabrotula plagiophthalma,LC,unknown,am,180,United Kingdom,267,NA,2302
60482312,Fis-27242,Penopus microphthalmus,LC,unknown,am,180,United Kingdom,113,NA,2302
60482374,Fis-168166,Pentherichthys atratus,LC,unknown,am,180,United Kingdom,46,NA,2302
60482553,Fis-153714,Phyllorhinichthys balushkini,LC,unknown,am,180,United Kingdom,291,NA,2302
60482562,Fis-139713,Phyllorhinichthys micractis,LC,unknown,am,180,United Kingdom,52,NA,2302
60482611,Fis-149274,Physiculus maslowskii,DD,NA,am,180,United Kingdom,11,NA,2302
60482676,Fis-170174,Platyberyx andriashevi,DD,NA,am,180,United Kingdom,133,NA,2302
60482748,Fis-50204,Porogadus miles,LC,unknown,am,180,United Kingdom,107,NA,2302
60482810,Fis-51007,Poromitra capito,DD,NA,am,180,United Kingdom,6,NA,2302
60482859,Fis-50305,Poromitra megalops,DD,NA,am,180,United Kingdom,264,NA,2302
60483177,Fis-126118,Rhynchactis macrothrix,DD,NA,am,180,United Kingdom,123,NA,2302
60483273,Fis-30919,Rondeletia loricata,LC,unknown,am,180,United Kingdom,399,NA,2302
60485860,Fis-49888,Uncisudis longirostra,DD,NA,am,180,United Kingdom,94,NA,2302
61934241,Fis-50439,Dolopichthys danae,LC,unknown,am,180,United Kingdom,96,NA,2302
67965222,Fis-50476,Oneirodes anisacanthus,DD,NA,am,180,United Kingdom,207,NA,2302
67966420,Fis-49889,Uncisudis quadrimaculata,LC,unknown,am,180,United Kingdom,56,NA,2302
68064267,Fis-49836,Macroparalepis brevis,LC,unknown,am,180,United Kingdom,82,NA,2302
NA,SLB-11826,Funchalia woodwardi,NE,NA,am,180,United Kingdom,263,NA,2302
NA,ITS-73297,Nucella lapillus,NE,NA,am,180,United Kingdom,185,NA,2302
NA,ITS-96967,Pandalus borealis,NE,NA,am,180,United Kingdom,438,NA,2302
NA,Fis-29289,Argentina sphyraena,NE,NA,am,180,United Kingdom,440,NA,2302
NA,Fis-3399,Gadiculus thori,NE,NA,am,180,United Kingdom,345,NA,2302
NA,Fis-22723,Glyptocephalus cynoglossus,NE,NA,am,180,United Kingdom,484,NA,2302
NA,Fis-22724,Lepidorhombus boscii,NE,NA,am,180,United Kingdom,379,NA,2302
NA,Fis-22725,Lepidorhombus whiffiagonis,NE,NA,am,180,United Kingdom,329,NA,2302
NA,Fis-22729,Micromesistius poutassou,NE,NA,am,180,United Kingdom,263,NA,2302
NA,Fis-22730,Molva molva,NE,NA,am,180,United Kingdom,354,NA,2302
NA,Fis-29267,Ammodytes marinus,NE,NA,am,180,United Kingdom,388,NA,2302
NA,Fis-22712,Aphia minuta,NE,NA,am,180,United Kingdom,347,NA,2302
NA,Fis-22740,Brosme brosme,NE,NA,am,180,United Kingdom,198,NA,2302
NA,Fis-22749,Chirolophis ascanii,NE,NA,am,180,United Kingdom,432,NA,2302
NA,Fis-29361,Cyclopterus lumpus,NE,NA,am,180,United Kingdom,498,NA,2302
NA,Fis-62865,Echiodon drummondii,NE,NA,am,180,United Kingdom,373,NA,2302
NA,Fis-22760,Eutrigla gurnardus,NE,NA,am,180,United Kingdom,439,NA,2302
NA,Fis-22765,Istiophorus albicans,NE,NA,am,180,United Kingdom,86,NA,2302
NA,Fis-52418,Coregonus lavaretus,VU,NA,am,180,United Kingdom,249,NA,2302
NA,Fis-22900,Mallotus villosus,NE,NA,am,180,United Kingdom,541,NA,2302
NA,Fis-29395,Gadus ogac,NE,NA,am,180,United Kingdom,418,NA,2302
NA,Fis-22973,Urophycis tenuis,NE,NA,am,180,United Kingdom,13,NA,2302
NA,Fis-29445,Macrourus berglax,NE,NA,am,180,United Kingdom,200,NA,2302
NA,Fis-29419,Hoplostethus atlanticus,NE,NA,am,180,United Kingdom,116,NA,2302
NA,Fis-23316,Zoarces viviparus,NE,NA,am,180,United Kingdom,229,NA,2302
NA,Fis-23313,Trisopterus minutus,LC,NA,am,180,United Kingdom,438,NA,2302
NA,Fis-149739,Sebastes norvegicus,NE,NA,am,180,United Kingdom,410,NA,2302
NA,Fis-23237,Reinhardtius hippoglossoides,NE,NA,am,180,United Kingdom,535,NA,2302
NA,Fis-23250,Scophthalmus rhombus,NE,NA,am,180,United Kingdom,241,NA,2302
NA,Fis-121460,Lepadogaster candolii,NE,NA,am,180,United Kingdom,149,NA,2302
NA,Fis-29275,Aphanopus carbo,NE,NA,am,180,United Kingdom,189,NA,2302
NA,Fis-23185,Maurolicus muelleri,NE,NA,am,180,United Kingdom,182,NA,2302
NA,Fis-153573,Mullus barbatus barbatus,NE,NA,am,180,United Kingdom,11,NA,2302
NA,Fis-23653,Myoxocephalus scorpius,NE,NA,am,180,United Kingdom,462,NA,2302
NA,Fis-23655,Nansenia groenlandica,NE,NA,am,180,United Kingdom,532,NA,2302
NA,Fis-150136,Zeugopterus regius,NE,NA,am,180,United Kingdom,379,NA,2302
NA,Fis-23722,Phycis blennoides,NE,NA,am,180,United Kingdom,505,NA,2302
NA,Fis-23728,Pollachius virens,NE,NA,am,180,United Kingdom,391,NA,2302
NA,Fis-3161,Scophthalmus maximus,NE,NA,am,180,United Kingdom,286,NA,2302
NA,Fis-30647,Sebastes viviparus,NE,NA,am,180,United Kingdom,316,NA,2302
NA,Fis-63089,Stomias boa ferox,CR,NA,am,180,United Kingdom,516,NA,2302
NA,Fis-63089,Stomias boa ferox,DD,NA,am,180,United Kingdom,516,NA,2302
NA,Fis-63089,Stomias boa ferox,EN,NA,am,180,United Kingdom,516,NA,2302
NA,Fis-3209,Echiichthys vipera,NE,NA,am,180,United Kingdom,346,NA,2302
NA,Fis-23876,Trisopterus luscus,NE,NA,am,180,United Kingdom,347,NA,2302
NA,Fis-23892,Zeugopterus punctatus,NE,NA,am,180,United Kingdom,236,NA,2302
NA,Fis-23558,Hyperoplus immaculatus,NE,NA,am,180,United Kingdom,194,NA,2302
NA,Fis-47903,Lumpenus lampretaeformis,NE,NA,am,180,United Kingdom,293,NA,2302
NA,Fis-23638,Microstomus kitt,NE,NA,am,180,United Kingdom,422,NA,2302
NA,Fis-23641,Molva dypterygia,NE,NA,am,180,United Kingdom,204,NA,2302
NA,Fis-30610,Schedophilus medusophagus,NE,NA,am,180,United Kingdom,207,NA,2302
NA,Fis-23640,Molva macrophthalma,NE,NA,am,180,United Kingdom,219,NA,2302
